experiment_index,elapsed,label,experiment
1,171,6 - k Shortest paths,default
2,162,6 - k Shortest paths,default
3,161,6 - k Shortest paths,default
4,163,6 - k Shortest paths,default
5,169,6 - k Shortest paths,default
6,164,6 - k Shortest paths,default
7,161,6 - k Shortest paths,default
8,164,6 - k Shortest paths,default
9,156,6 - k Shortest paths,default
10,159,6 - k Shortest paths,default
11,159,6 - k Shortest paths,default
12,162,6 - k Shortest paths,default
13,153,6 - k Shortest paths,default
14,155,6 - k Shortest paths,default
15,156,6 - k Shortest paths,default
16,158,6 - k Shortest paths,default
1,228,6 - k Shortest paths,1GB
2,165,6 - k Shortest paths,1GB
3,167,6 - k Shortest paths,1GB
4,163,6 - k Shortest paths,1GB
5,168,6 - k Shortest paths,1GB
6,165,6 - k Shortest paths,1GB
7,161,6 - k Shortest paths,1GB
8,165,6 - k Shortest paths,1GB
9,160,6 - k Shortest paths,1GB
10,158,6 - k Shortest paths,1GB
11,159,6 - k Shortest paths,1GB
12,161,6 - k Shortest paths,1GB
13,152,6 - k Shortest paths,1GB
14,153,6 - k Shortest paths,1GB
15,155,6 - k Shortest paths,1GB
16,157,6 - k Shortest paths,1GB
1,169,6 - k Shortest paths,2GB
2,164,6 - k Shortest paths,2GB
3,163,6 - k Shortest paths,2GB
4,164,6 - k Shortest paths,2GB
5,167,6 - k Shortest paths,2GB
6,164,6 - k Shortest paths,2GB
7,159,6 - k Shortest paths,2GB
8,164,6 - k Shortest paths,2GB
9,157,6 - k Shortest paths,2GB
10,157,6 - k Shortest paths,2GB
11,160,6 - k Shortest paths,2GB
12,166,6 - k Shortest paths,2GB
13,152,6 - k Shortest paths,2GB
14,153,6 - k Shortest paths,2GB
15,154,6 - k Shortest paths,2GB
16,156,6 - k Shortest paths,2GB
1,167,6 - k Shortest paths,4GB
2,164,6 - k Shortest paths,4GB
3,163,6 - k Shortest paths,4GB
4,163,6 - k Shortest paths,4GB
5,170,6 - k Shortest paths,4GB
6,163,6 - k Shortest paths,4GB
7,161,6 - k Shortest paths,4GB
8,165,6 - k Shortest paths,4GB
9,157,6 - k Shortest paths,4GB
10,159,6 - k Shortest paths,4GB
11,161,6 - k Shortest paths,4GB
12,162,6 - k Shortest paths,4GB
13,152,6 - k Shortest paths,4GB
14,153,6 - k Shortest paths,4GB
15,154,6 - k Shortest paths,4GB
16,158,6 - k Shortest paths,4GB
1,169,6 - k Shortest paths,8GB
2,162,6 - k Shortest paths,8GB
3,161,6 - k Shortest paths,8GB
4,161,6 - k Shortest paths,8GB
5,165,6 - k Shortest paths,8GB
6,179,6 - k Shortest paths,8GB
7,160,6 - k Shortest paths,8GB
8,164,6 - k Shortest paths,8GB
9,158,6 - k Shortest paths,8GB
10,157,6 - k Shortest paths,8GB
11,159,6 - k Shortest paths,8GB
12,167,6 - k Shortest paths,8GB
13,154,6 - k Shortest paths,8GB
14,153,6 - k Shortest paths,8GB
15,152,6 - k Shortest paths,8GB
16,154,6 - k Shortest paths,8GB
