experiment_index,elapsed,label,experiment
1,2555,9 - Friend recommendation,default
2,791,9 - Friend recommendation,default
3,799,9 - Friend recommendation,default
4,805,9 - Friend recommendation,default
5,1788,9 - Friend recommendation,default
6,838,9 - Friend recommendation,default
7,872,9 - Friend recommendation,default
8,876,9 - Friend recommendation,default
9,1501,9 - Friend recommendation,default
10,1054,9 - Friend recommendation,default
11,1086,9 - Friend recommendation,default
12,1071,9 - Friend recommendation,default
13,1086,9 - Friend recommendation,default
14,955,9 - Friend recommendation,default
15,984,9 - Friend recommendation,default
16,951,9 - Friend recommendation,default
1,5455,9 - Friend recommendation,1GB
2,619,9 - Friend recommendation,1GB
3,630,9 - Friend recommendation,1GB
4,646,9 - Friend recommendation,1GB
5,12542,9 - Friend recommendation,1GB
6,736,9 - Friend recommendation,1GB
7,749,9 - Friend recommendation,1GB
8,751,9 - Friend recommendation,1GB
9,4879,9 - Friend recommendation,1GB
10,798,9 - Friend recommendation,1GB
11,804,9 - Friend recommendation,1GB
12,803,9 - Friend recommendation,1GB
13,6126,9 - Friend recommendation,1GB
14,704,9 - Friend recommendation,1GB
15,724,9 - Friend recommendation,1GB
16,715,9 - Friend recommendation,1GB
1,2432,9 - Friend recommendation,2GB
2,594,9 - Friend recommendation,2GB
3,628,9 - Friend recommendation,2GB
4,582,9 - Friend recommendation,2GB
5,1634,9 - Friend recommendation,2GB
6,698,9 - Friend recommendation,2GB
7,712,9 - Friend recommendation,2GB
8,734,9 - Friend recommendation,2GB
9,1213,9 - Friend recommendation,2GB
10,759,9 - Friend recommendation,2GB
11,765,9 - Friend recommendation,2GB
12,761,9 - Friend recommendation,2GB
13,814,9 - Friend recommendation,2GB
14,679,9 - Friend recommendation,2GB
15,675,9 - Friend recommendation,2GB
16,685,9 - Friend recommendation,2GB
1,2441,9 - Friend recommendation,4GB
2,592,9 - Friend recommendation,4GB
3,587,9 - Friend recommendation,4GB
4,588,9 - Friend recommendation,4GB
5,1649,9 - Friend recommendation,4GB
6,705,9 - Friend recommendation,4GB
7,694,9 - Friend recommendation,4GB
8,713,9 - Friend recommendation,4GB
9,1200,9 - Friend recommendation,4GB
10,771,9 - Friend recommendation,4GB
11,768,9 - Friend recommendation,4GB
12,762,9 - Friend recommendation,4GB
13,820,9 - Friend recommendation,4GB
14,676,9 - Friend recommendation,4GB
15,672,9 - Friend recommendation,4GB
16,674,9 - Friend recommendation,4GB
1,2454,9 - Friend recommendation,8GB
2,590,9 - Friend recommendation,8GB
3,592,9 - Friend recommendation,8GB
4,595,9 - Friend recommendation,8GB
5,1659,9 - Friend recommendation,8GB
6,746,9 - Friend recommendation,8GB
7,690,9 - Friend recommendation,8GB
8,716,9 - Friend recommendation,8GB
9,1207,9 - Friend recommendation,8GB
10,759,9 - Friend recommendation,8GB
11,772,9 - Friend recommendation,8GB
12,762,9 - Friend recommendation,8GB
13,819,9 - Friend recommendation,8GB
14,685,9 - Friend recommendation,8GB
15,678,9 - Friend recommendation,8GB
16,686,9 - Friend recommendation,8GB
