experiment_index,elapsed,label,experiment
1,209,5 - Shortest path,default
2,140,5 - Shortest path,default
3,141,5 - Shortest path,default
4,141,5 - Shortest path,default
5,141,5 - Shortest path,default
6,142,5 - Shortest path,default
7,141,5 - Shortest path,default
8,140,5 - Shortest path,default
9,139,5 - Shortest path,default
10,139,5 - Shortest path,default
11,142,5 - Shortest path,default
12,140,5 - Shortest path,default
13,141,5 - Shortest path,default
14,139,5 - Shortest path,default
15,141,5 - Shortest path,default
16,140,5 - Shortest path,default
1,763,5 - Shortest path,1GB
2,142,5 - Shortest path,1GB
3,140,5 - Shortest path,1GB
4,141,5 - Shortest path,1GB
5,142,5 - Shortest path,1GB
6,140,5 - Shortest path,1GB
7,143,5 - Shortest path,1GB
8,143,5 - Shortest path,1GB
9,140,5 - Shortest path,1GB
10,140,5 - Shortest path,1GB
11,142,5 - Shortest path,1GB
12,141,5 - Shortest path,1GB
13,138,5 - Shortest path,1GB
14,141,5 - Shortest path,1GB
15,139,5 - Shortest path,1GB
16,139,5 - Shortest path,1GB
1,210,5 - Shortest path,2GB
2,141,5 - Shortest path,2GB
3,142,5 - Shortest path,2GB
4,144,5 - Shortest path,2GB
5,143,5 - Shortest path,2GB
6,140,5 - Shortest path,2GB
7,142,5 - Shortest path,2GB
8,141,5 - Shortest path,2GB
9,140,5 - Shortest path,2GB
10,138,5 - Shortest path,2GB
11,140,5 - Shortest path,2GB
12,140,5 - Shortest path,2GB
13,142,5 - Shortest path,2GB
14,139,5 - Shortest path,2GB
15,142,5 - Shortest path,2GB
16,139,5 - Shortest path,2GB
1,207,5 - Shortest path,4GB
2,142,5 - Shortest path,4GB
3,144,5 - Shortest path,4GB
4,141,5 - Shortest path,4GB
5,141,5 - Shortest path,4GB
6,140,5 - Shortest path,4GB
7,140,5 - Shortest path,4GB
8,141,5 - Shortest path,4GB
9,140,5 - Shortest path,4GB
10,142,5 - Shortest path,4GB
11,140,5 - Shortest path,4GB
12,142,5 - Shortest path,4GB
13,139,5 - Shortest path,4GB
14,139,5 - Shortest path,4GB
15,140,5 - Shortest path,4GB
16,140,5 - Shortest path,4GB
1,208,5 - Shortest path,8GB
2,147,5 - Shortest path,8GB
3,140,5 - Shortest path,8GB
4,140,5 - Shortest path,8GB
5,141,5 - Shortest path,8GB
6,140,5 - Shortest path,8GB
7,142,5 - Shortest path,8GB
8,140,5 - Shortest path,8GB
9,154,5 - Shortest path,8GB
10,139,5 - Shortest path,8GB
11,140,5 - Shortest path,8GB
12,139,5 - Shortest path,8GB
13,139,5 - Shortest path,8GB
14,140,5 - Shortest path,8GB
15,139,5 - Shortest path,8GB
16,153,5 - Shortest path,8GB
