experiment_index,elapsed,label,experiment
1,855643,3 - Transitive friends - step 5,default
2,1195552,3 - Transitive friends - step 5,default
3,1596583,3 - Transitive friends - step 5,default
1,1032838,3 - Transitive friends - step 5,1GB
2,1288113,3 - Transitive friends - step 5,1GB
3,1363096,3 - Transitive friends - step 5,1GB
4,1160417,3 - Transitive friends - step 5,1GB
5,145077,3 - Transitive friends - step 5,1GB
6,141350,3 - Transitive friends - step 5,1GB
7,143201,3 - Transitive friends - step 5,1GB
