experiment_index,elapsed,label,experiment
1,260,6.1 - K shortest paths,default
2,54,6.1 - K shortest paths,default
3,50,6.1 - K shortest paths,default
4,48,6.1 - K shortest paths,default
5,50,6.1 - K shortest paths,default
6,42,6.1 - K shortest paths,default
7,41,6.1 - K shortest paths,default
8,41,6.1 - K shortest paths,default
9,61,6.1 - K shortest paths,default
10,53,6.1 - K shortest paths,default
11,53,6.1 - K shortest paths,default
12,53,6.1 - K shortest paths,default
13,49,6.1 - K shortest paths,default
14,40,6.1 - K shortest paths,default
15,39,6.1 - K shortest paths,default
16,46,6.1 - K shortest paths,default
1,282,6.1 - K shortest paths,1GB
2,56,6.1 - K shortest paths,1GB
3,47,6.1 - K shortest paths,1GB
4,47,6.1 - K shortest paths,1GB
5,48,6.1 - K shortest paths,1GB
6,40,6.1 - K shortest paths,1GB
7,41,6.1 - K shortest paths,1GB
8,39,6.1 - K shortest paths,1GB
9,60,6.1 - K shortest paths,1GB
10,51,6.1 - K shortest paths,1GB
11,53,6.1 - K shortest paths,1GB
12,52,6.1 - K shortest paths,1GB
13,43,6.1 - K shortest paths,1GB
14,36,6.1 - K shortest paths,1GB
15,35,6.1 - K shortest paths,1GB
16,39,6.1 - K shortest paths,1GB
1,253,6.1 - K shortest paths,2GB
2,52,6.1 - K shortest paths,2GB
3,51,6.1 - K shortest paths,2GB
4,48,6.1 - K shortest paths,2GB
5,54,6.1 - K shortest paths,2GB
6,39,6.1 - K shortest paths,2GB
7,39,6.1 - K shortest paths,2GB
8,38,6.1 - K shortest paths,2GB
9,61,6.1 - K shortest paths,2GB
10,52,6.1 - K shortest paths,2GB
11,52,6.1 - K shortest paths,2GB
12,50,6.1 - K shortest paths,2GB
13,42,6.1 - K shortest paths,2GB
14,34,6.1 - K shortest paths,2GB
15,37,6.1 - K shortest paths,2GB
16,33,6.1 - K shortest paths,2GB
1,278,6.1 - K shortest paths,4GB
2,52,6.1 - K shortest paths,4GB
3,46,6.1 - K shortest paths,4GB
4,46,6.1 - K shortest paths,4GB
5,50,6.1 - K shortest paths,4GB
6,40,6.1 - K shortest paths,4GB
7,44,6.1 - K shortest paths,4GB
8,40,6.1 - K shortest paths,4GB
9,62,6.1 - K shortest paths,4GB
10,49,6.1 - K shortest paths,4GB
11,51,6.1 - K shortest paths,4GB
12,49,6.1 - K shortest paths,4GB
13,54,6.1 - K shortest paths,4GB
14,34,6.1 - K shortest paths,4GB
15,36,6.1 - K shortest paths,4GB
16,35,6.1 - K shortest paths,4GB
1,301,6.1 - K shortest paths,8GB
2,55,6.1 - K shortest paths,8GB
3,52,6.1 - K shortest paths,8GB
4,50,6.1 - K shortest paths,8GB
5,52,6.1 - K shortest paths,8GB
6,39,6.1 - K shortest paths,8GB
7,40,6.1 - K shortest paths,8GB
8,39,6.1 - K shortest paths,8GB
9,58,6.1 - K shortest paths,8GB
10,50,6.1 - K shortest paths,8GB
11,53,6.1 - K shortest paths,8GB
12,50,6.1 - K shortest paths,8GB
13,41,6.1 - K shortest paths,8GB
14,34,6.1 - K shortest paths,8GB
15,34,6.1 - K shortest paths,8GB
16,34,6.1 - K shortest paths,8GB
