experiment_index,elapsed,label,experiment
1,125,3 - Transitive friends - step 5,default
2,15,3 - Transitive friends - step 5,default
3,14,3 - Transitive friends - step 5,default
4,15,3 - Transitive friends - step 5,default
5,97,3 - Transitive friends - step 5,default
6,14,3 - Transitive friends - step 5,default
7,15,3 - Transitive friends - step 5,default
8,13,3 - Transitive friends - step 5,default
9,28,3 - Transitive friends - step 5,default
10,8,3 - Transitive friends - step 5,default
11,9,3 - Transitive friends - step 5,default
12,10,3 - Transitive friends - step 5,default
13,29,3 - Transitive friends - step 5,default
14,12,3 - Transitive friends - step 5,default
15,11,3 - Transitive friends - step 5,default
16,12,3 - Transitive friends - step 5,default
1,113,3 - Transitive friends - step 5,1GB
2,16,3 - Transitive friends - step 5,1GB
3,15,3 - Transitive friends - step 5,1GB
4,14,3 - Transitive friends - step 5,1GB
5,83,3 - Transitive friends - step 5,1GB
6,14,3 - Transitive friends - step 5,1GB
7,12,3 - Transitive friends - step 5,1GB
8,12,3 - Transitive friends - step 5,1GB
9,25,3 - Transitive friends - step 5,1GB
10,9,3 - Transitive friends - step 5,1GB
11,9,3 - Transitive friends - step 5,1GB
12,8,3 - Transitive friends - step 5,1GB
13,26,3 - Transitive friends - step 5,1GB
14,12,3 - Transitive friends - step 5,1GB
15,12,3 - Transitive friends - step 5,1GB
16,12,3 - Transitive friends - step 5,1GB
1,115,3 - Transitive friends - step 5,2GB
2,16,3 - Transitive friends - step 5,2GB
3,16,3 - Transitive friends - step 5,2GB
4,14,3 - Transitive friends - step 5,2GB
5,88,3 - Transitive friends - step 5,2GB
6,13,3 - Transitive friends - step 5,2GB
7,13,3 - Transitive friends - step 5,2GB
8,12,3 - Transitive friends - step 5,2GB
9,27,3 - Transitive friends - step 5,2GB
10,9,3 - Transitive friends - step 5,2GB
11,13,3 - Transitive friends - step 5,2GB
12,8,3 - Transitive friends - step 5,2GB
13,26,3 - Transitive friends - step 5,2GB
14,12,3 - Transitive friends - step 5,2GB
15,12,3 - Transitive friends - step 5,2GB
16,13,3 - Transitive friends - step 5,2GB
1,112,3 - Transitive friends - step 5,4GB
2,16,3 - Transitive friends - step 5,4GB
3,15,3 - Transitive friends - step 5,4GB
4,15,3 - Transitive friends - step 5,4GB
5,84,3 - Transitive friends - step 5,4GB
6,14,3 - Transitive friends - step 5,4GB
7,13,3 - Transitive friends - step 5,4GB
8,12,3 - Transitive friends - step 5,4GB
9,24,3 - Transitive friends - step 5,4GB
10,8,3 - Transitive friends - step 5,4GB
11,10,3 - Transitive friends - step 5,4GB
12,10,3 - Transitive friends - step 5,4GB
13,24,3 - Transitive friends - step 5,4GB
14,12,3 - Transitive friends - step 5,4GB
15,11,3 - Transitive friends - step 5,4GB
16,12,3 - Transitive friends - step 5,4GB
1,117,3 - Transitive friends - step 5,8GB
2,16,3 - Transitive friends - step 5,8GB
3,16,3 - Transitive friends - step 5,8GB
4,14,3 - Transitive friends - step 5,8GB
5,96,3 - Transitive friends - step 5,8GB
6,15,3 - Transitive friends - step 5,8GB
7,12,3 - Transitive friends - step 5,8GB
8,13,3 - Transitive friends - step 5,8GB
9,25,3 - Transitive friends - step 5,8GB
10,9,3 - Transitive friends - step 5,8GB
11,10,3 - Transitive friends - step 5,8GB
12,8,3 - Transitive friends - step 5,8GB
13,26,3 - Transitive friends - step 5,8GB
14,11,3 - Transitive friends - step 5,8GB
15,12,3 - Transitive friends - step 5,8GB
16,12,3 - Transitive friends - step 5,8GB
