experiment_index,elapsed,label,experiment
1,334,9 - Friends recommendation,default
2,30,9 - Friends recommendation,default
3,25,9 - Friends recommendation,default
4,21,9 - Friends recommendation,default
5,223,9 - Friends recommendation,default
6,152,9 - Friends recommendation,default
7,136,9 - Friends recommendation,default
8,119,9 - Friends recommendation,default
9,112,9 - Friends recommendation,default
10,73,9 - Friends recommendation,default
11,68,9 - Friends recommendation,default
12,68,9 - Friends recommendation,default
13,69,9 - Friends recommendation,default
14,42,9 - Friends recommendation,default
15,42,9 - Friends recommendation,default
16,41,9 - Friends recommendation,default
1,314,9 - Friends recommendation,1GB
2,27,9 - Friends recommendation,1GB
3,25,9 - Friends recommendation,1GB
4,20,9 - Friends recommendation,1GB
5,248,9 - Friends recommendation,1GB
6,146,9 - Friends recommendation,1GB
7,127,9 - Friends recommendation,1GB
8,113,9 - Friends recommendation,1GB
9,105,9 - Friends recommendation,1GB
10,73,9 - Friends recommendation,1GB
11,72,9 - Friends recommendation,1GB
12,65,9 - Friends recommendation,1GB
13,64,9 - Friends recommendation,1GB
14,41,9 - Friends recommendation,1GB
15,39,9 - Friends recommendation,1GB
16,41,9 - Friends recommendation,1GB
1,387,9 - Friends recommendation,2GB
2,29,9 - Friends recommendation,2GB
3,22,9 - Friends recommendation,2GB
4,20,9 - Friends recommendation,2GB
5,202,9 - Friends recommendation,2GB
6,138,9 - Friends recommendation,2GB
7,120,9 - Friends recommendation,2GB
8,111,9 - Friends recommendation,2GB
9,96,9 - Friends recommendation,2GB
10,67,9 - Friends recommendation,2GB
11,63,9 - Friends recommendation,2GB
12,63,9 - Friends recommendation,2GB
13,64,9 - Friends recommendation,2GB
14,40,9 - Friends recommendation,2GB
15,37,9 - Friends recommendation,2GB
16,38,9 - Friends recommendation,2GB
1,320,9 - Friends recommendation,4GB
2,28,9 - Friends recommendation,4GB
3,24,9 - Friends recommendation,4GB
4,21,9 - Friends recommendation,4GB
5,204,9 - Friends recommendation,4GB
6,143,9 - Friends recommendation,4GB
7,140,9 - Friends recommendation,4GB
8,130,9 - Friends recommendation,4GB
9,101,9 - Friends recommendation,4GB
10,74,9 - Friends recommendation,4GB
11,69,9 - Friends recommendation,4GB
12,66,9 - Friends recommendation,4GB
13,64,9 - Friends recommendation,4GB
14,41,9 - Friends recommendation,4GB
15,40,9 - Friends recommendation,4GB
16,39,9 - Friends recommendation,4GB
1,340,9 - Friends recommendation,8GB
2,30,9 - Friends recommendation,8GB
3,25,9 - Friends recommendation,8GB
4,23,9 - Friends recommendation,8GB
5,207,9 - Friends recommendation,8GB
6,145,9 - Friends recommendation,8GB
7,134,9 - Friends recommendation,8GB
8,124,9 - Friends recommendation,8GB
9,98,9 - Friends recommendation,8GB
10,72,9 - Friends recommendation,8GB
11,68,9 - Friends recommendation,8GB
12,64,9 - Friends recommendation,8GB
13,65,9 - Friends recommendation,8GB
14,42,9 - Friends recommendation,8GB
15,40,9 - Friends recommendation,8GB
16,39,9 - Friends recommendation,8GB
