experiment_index,elapsed,label,experiment
1,16239,4 - Friends and fof that have been to countries,default
2,850,4 - Friends and fof that have been to countries,default
3,908,4 - Friends and fof that have been to countries,default
4,839,4 - Friends and fof that have been to countries,default
5,3933,4 - Friends and fof that have been to countries,default
6,726,4 - Friends and fof that have been to countries,default
7,692,4 - Friends and fof that have been to countries,default
8,701,4 - Friends and fof that have been to countries,default
9,3508,4 - Friends and fof that have been to countries,default
10,1817,4 - Friends and fof that have been to countries,default
11,1746,4 - Friends and fof that have been to countries,default
12,1774,4 - Friends and fof that have been to countries,default
13,511,4 - Friends and fof that have been to countries,default
14,351,4 - Friends and fof that have been to countries,default
15,343,4 - Friends and fof that have been to countries,default
16,344,4 - Friends and fof that have been to countries,default
1,1443,4 - Friends and fof that have been to countries,1GB
2,709,4 - Friends and fof that have been to countries,1GB
3,741,4 - Friends and fof that have been to countries,1GB
4,675,4 - Friends and fof that have been to countries,1GB
5,528,4 - Friends and fof that have been to countries,1GB
6,428,4 - Friends and fof that have been to countries,1GB
7,475,4 - Friends and fof that have been to countries,1GB
8,434,4 - Friends and fof that have been to countries,1GB
9,1093,4 - Friends and fof that have been to countries,1GB
10,1001,4 - Friends and fof that have been to countries,1GB
11,973,4 - Friends and fof that have been to countries,1GB
12,1032,4 - Friends and fof that have been to countries,1GB
13,271,4 - Friends and fof that have been to countries,1GB
14,231,4 - Friends and fof that have been to countries,1GB
15,228,4 - Friends and fof that have been to countries,1GB
16,247,4 - Friends and fof that have been to countries,1GB
1,1334,4 - Friends and fof that have been to countries,2GB
2,667,4 - Friends and fof that have been to countries,2GB
3,676,4 - Friends and fof that have been to countries,2GB
4,632,4 - Friends and fof that have been to countries,2GB
5,461,4 - Friends and fof that have been to countries,2GB
6,421,4 - Friends and fof that have been to countries,2GB
7,410,4 - Friends and fof that have been to countries,2GB
8,408,4 - Friends and fof that have been to countries,2GB
9,968,4 - Friends and fof that have been to countries,2GB
10,925,4 - Friends and fof that have been to countries,2GB
11,939,4 - Friends and fof that have been to countries,2GB
12,927,4 - Friends and fof that have been to countries,2GB
13,251,4 - Friends and fof that have been to countries,2GB
14,232,4 - Friends and fof that have been to countries,2GB
15,221,4 - Friends and fof that have been to countries,2GB
16,221,4 - Friends and fof that have been to countries,2GB
1,1329,4 - Friends and fof that have been to countries,4GB
2,706,4 - Friends and fof that have been to countries,4GB
3,699,4 - Friends and fof that have been to countries,4GB
4,670,4 - Friends and fof that have been to countries,4GB
5,462,4 - Friends and fof that have been to countries,4GB
6,431,4 - Friends and fof that have been to countries,4GB
7,427,4 - Friends and fof that have been to countries,4GB
8,420,4 - Friends and fof that have been to countries,4GB
9,990,4 - Friends and fof that have been to countries,4GB
10,964,4 - Friends and fof that have been to countries,4GB
11,961,4 - Friends and fof that have been to countries,4GB
12,963,4 - Friends and fof that have been to countries,4GB
13,263,4 - Friends and fof that have been to countries,4GB
14,227,4 - Friends and fof that have been to countries,4GB
15,231,4 - Friends and fof that have been to countries,4GB
16,229,4 - Friends and fof that have been to countries,4GB
1,1354,4 - Friends and fof that have been to countries,8GB
2,711,4 - Friends and fof that have been to countries,8GB
3,703,4 - Friends and fof that have been to countries,8GB
4,679,4 - Friends and fof that have been to countries,8GB
5,466,4 - Friends and fof that have been to countries,8GB
6,430,4 - Friends and fof that have been to countries,8GB
7,425,4 - Friends and fof that have been to countries,8GB
8,432,4 - Friends and fof that have been to countries,8GB
9,1035,4 - Friends and fof that have been to countries,8GB
10,960,4 - Friends and fof that have been to countries,8GB
11,961,4 - Friends and fof that have been to countries,8GB
12,968,4 - Friends and fof that have been to countries,8GB
13,262,4 - Friends and fof that have been to countries,8GB
14,236,4 - Friends and fof that have been to countries,8GB
15,239,4 - Friends and fof that have been to countries,8GB
16,230,4 - Friends and fof that have been to countries,8GB
