experiment_index,elapsed,label,experiment
1,2200,2 - Transitive friends - step 4,default
2,2237,2 - Transitive friends - step 4,default
3,2212,2 - Transitive friends - step 4,default
4,2219,2 - Transitive friends - step 4,default
5,26,2 - Transitive friends - step 4,default
6,10,2 - Transitive friends - step 4,default
7,10,2 - Transitive friends - step 4,default
8,10,2 - Transitive friends - step 4,default
9,122,2 - Transitive friends - step 4,default
10,125,2 - Transitive friends - step 4,default
11,125,2 - Transitive friends - step 4,default
12,122,2 - Transitive friends - step 4,default
13,638,2 - Transitive friends - step 4,default
14,629,2 - Transitive friends - step 4,default
15,630,2 - Transitive friends - step 4,default
16,630,2 - Transitive friends - step 4,default
1,2211,2 - Transitive friends - step 4,1GB
2,2259,2 - Transitive friends - step 4,1GB
3,2268,2 - Transitive friends - step 4,1GB
4,2258,2 - Transitive friends - step 4,1GB
5,26,2 - Transitive friends - step 4,1GB
6,12,2 - Transitive friends - step 4,1GB
7,10,2 - Transitive friends - step 4,1GB
8,10,2 - Transitive friends - step 4,1GB
9,102,2 - Transitive friends - step 4,1GB
10,104,2 - Transitive friends - step 4,1GB
11,104,2 - Transitive friends - step 4,1GB
12,105,2 - Transitive friends - step 4,1GB
13,634,2 - Transitive friends - step 4,1GB
14,646,2 - Transitive friends - step 4,1GB
15,664,2 - Transitive friends - step 4,1GB
16,651,2 - Transitive friends - step 4,1GB
1,2210,2 - Transitive friends - step 4,2GB
2,2242,2 - Transitive friends - step 4,2GB
3,2258,2 - Transitive friends - step 4,2GB
4,2267,2 - Transitive friends - step 4,2GB
5,28,2 - Transitive friends - step 4,2GB
6,13,2 - Transitive friends - step 4,2GB
7,10,2 - Transitive friends - step 4,2GB
8,10,2 - Transitive friends - step 4,2GB
9,103,2 - Transitive friends - step 4,2GB
10,107,2 - Transitive friends - step 4,2GB
11,104,2 - Transitive friends - step 4,2GB
12,104,2 - Transitive friends - step 4,2GB
13,560,2 - Transitive friends - step 4,2GB
14,567,2 - Transitive friends - step 4,2GB
15,568,2 - Transitive friends - step 4,2GB
16,570,2 - Transitive friends - step 4,2GB
1,2205,2 - Transitive friends - step 4,4GB
2,2252,2 - Transitive friends - step 4,4GB
3,2286,2 - Transitive friends - step 4,4GB
4,2260,2 - Transitive friends - step 4,4GB
5,39,2 - Transitive friends - step 4,4GB
6,10,2 - Transitive friends - step 4,4GB
7,11,2 - Transitive friends - step 4,4GB
8,10,2 - Transitive friends - step 4,4GB
9,102,2 - Transitive friends - step 4,4GB
10,106,2 - Transitive friends - step 4,4GB
11,105,2 - Transitive friends - step 4,4GB
12,105,2 - Transitive friends - step 4,4GB
13,514,2 - Transitive friends - step 4,4GB
14,532,2 - Transitive friends - step 4,4GB
15,529,2 - Transitive friends - step 4,4GB
16,529,2 - Transitive friends - step 4,4GB
1,2223,2 - Transitive friends - step 4,8GB
2,2268,2 - Transitive friends - step 4,8GB
3,2301,2 - Transitive friends - step 4,8GB
4,2261,2 - Transitive friends - step 4,8GB
5,34,2 - Transitive friends - step 4,8GB
6,10,2 - Transitive friends - step 4,8GB
7,10,2 - Transitive friends - step 4,8GB
8,10,2 - Transitive friends - step 4,8GB
9,100,2 - Transitive friends - step 4,8GB
10,106,2 - Transitive friends - step 4,8GB
11,104,2 - Transitive friends - step 4,8GB
12,105,2 - Transitive friends - step 4,8GB
13,506,2 - Transitive friends - step 4,8GB
14,532,2 - Transitive friends - step 4,8GB
15,523,2 - Transitive friends - step 4,8GB
16,531,2 - Transitive friends - step 4,8GB
