experiment_index,elapsed,label,experiment
1,265,8 - Recent messages by your friends,default
2,47,8 - Recent messages by your friends,default
3,31,8 - Recent messages by your friends,default
4,25,8 - Recent messages by your friends,default
5,79,8 - Recent messages by your friends,default
6,15,8 - Recent messages by your friends,default
7,11,8 - Recent messages by your friends,default
8,9,8 - Recent messages by your friends,default
9,178,8 - Recent messages by your friends,default
10,106,8 - Recent messages by your friends,default
11,57,8 - Recent messages by your friends,default
12,31,8 - Recent messages by your friends,default
13,146,8 - Recent messages by your friends,default
14,69,8 - Recent messages by your friends,default
15,29,8 - Recent messages by your friends,default
16,20,8 - Recent messages by your friends,default
1,227,8 - Recent messages by your friends,1GB
2,43,8 - Recent messages by your friends,1GB
3,27,8 - Recent messages by your friends,1GB
4,24,8 - Recent messages by your friends,1GB
5,68,8 - Recent messages by your friends,1GB
6,15,8 - Recent messages by your friends,1GB
7,12,8 - Recent messages by your friends,1GB
8,9,8 - Recent messages by your friends,1GB
9,121,8 - Recent messages by your friends,1GB
10,31,8 - Recent messages by your friends,1GB
11,22,8 - Recent messages by your friends,1GB
12,20,8 - Recent messages by your friends,1GB
13,86,8 - Recent messages by your friends,1GB
14,31,8 - Recent messages by your friends,1GB
15,27,8 - Recent messages by your friends,1GB
16,24,8 - Recent messages by your friends,1GB
1,127,8 - Recent messages by your friends,2GB
2,42,8 - Recent messages by your friends,2GB
3,28,8 - Recent messages by your friends,2GB
4,26,8 - Recent messages by your friends,2GB
5,38,8 - Recent messages by your friends,2GB
6,14,8 - Recent messages by your friends,2GB
7,12,8 - Recent messages by your friends,2GB
8,9,8 - Recent messages by your friends,2GB
9,75,8 - Recent messages by your friends,2GB
10,32,8 - Recent messages by your friends,2GB
11,29,8 - Recent messages by your friends,2GB
12,23,8 - Recent messages by your friends,2GB
13,56,8 - Recent messages by your friends,2GB
14,29,8 - Recent messages by your friends,2GB
15,22,8 - Recent messages by your friends,2GB
16,18,8 - Recent messages by your friends,2GB
1,99,8 - Recent messages by your friends,4GB
2,50,8 - Recent messages by your friends,4GB
3,25,8 - Recent messages by your friends,4GB
4,22,8 - Recent messages by your friends,4GB
5,27,8 - Recent messages by your friends,4GB
6,12,8 - Recent messages by your friends,4GB
7,10,8 - Recent messages by your friends,4GB
8,11,8 - Recent messages by your friends,4GB
9,46,8 - Recent messages by your friends,4GB
10,28,8 - Recent messages by your friends,4GB
11,20,8 - Recent messages by your friends,4GB
12,17,8 - Recent messages by your friends,4GB
13,38,8 - Recent messages by your friends,4GB
14,26,8 - Recent messages by your friends,4GB
15,19,8 - Recent messages by your friends,4GB
16,16,8 - Recent messages by your friends,4GB
1,98,8 - Recent messages by your friends,8GB
2,40,8 - Recent messages by your friends,8GB
3,28,8 - Recent messages by your friends,8GB
4,25,8 - Recent messages by your friends,8GB
5,26,8 - Recent messages by your friends,8GB
6,16,8 - Recent messages by your friends,8GB
7,17,8 - Recent messages by your friends,8GB
8,11,8 - Recent messages by your friends,8GB
9,45,8 - Recent messages by your friends,8GB
10,30,8 - Recent messages by your friends,8GB
11,23,8 - Recent messages by your friends,8GB
12,21,8 - Recent messages by your friends,8GB
13,37,8 - Recent messages by your friends,8GB
14,29,8 - Recent messages by your friends,8GB
15,22,8 - Recent messages by your friends,8GB
16,20,8 - Recent messages by your friends,8GB
