experiment_index,elapsed,label,experiment
1,130,5 - Shortest path,default
2,96,5 - Shortest path,default
3,95,5 - Shortest path,default
4,96,5 - Shortest path,default
5,105,5 - Shortest path,default
6,121,5 - Shortest path,default
7,99,5 - Shortest path,default
8,102,5 - Shortest path,default
9,105,5 - Shortest path,default
10,95,5 - Shortest path,default
11,96,5 - Shortest path,default
12,97,5 - Shortest path,default
13,95,5 - Shortest path,default
14,95,5 - Shortest path,default
15,95,5 - Shortest path,default
16,94,5 - Shortest path,default
1,106,5 - Shortest path,1GB
2,98,5 - Shortest path,1GB
3,96,5 - Shortest path,1GB
4,99,5 - Shortest path,1GB
5,95,5 - Shortest path,1GB
6,96,5 - Shortest path,1GB
7,97,5 - Shortest path,1GB
8,105,5 - Shortest path,1GB
9,94,5 - Shortest path,1GB
10,97,5 - Shortest path,1GB
11,99,5 - Shortest path,1GB
12,95,5 - Shortest path,1GB
13,97,5 - Shortest path,1GB
14,94,5 - Shortest path,1GB
15,103,5 - Shortest path,1GB
16,96,5 - Shortest path,1GB
1,108,5 - Shortest path,2GB
2,96,5 - Shortest path,2GB
3,100,5 - Shortest path,2GB
4,96,5 - Shortest path,2GB
5,96,5 - Shortest path,2GB
6,97,5 - Shortest path,2GB
7,95,5 - Shortest path,2GB
8,97,5 - Shortest path,2GB
9,97,5 - Shortest path,2GB
10,97,5 - Shortest path,2GB
11,97,5 - Shortest path,2GB
12,97,5 - Shortest path,2GB
13,106,5 - Shortest path,2GB
14,94,5 - Shortest path,2GB
15,97,5 - Shortest path,2GB
16,96,5 - Shortest path,2GB
1,126,5 - Shortest path,4GB
2,94,5 - Shortest path,4GB
3,92,5 - Shortest path,4GB
4,99,5 - Shortest path,4GB
5,92,5 - Shortest path,4GB
6,101,5 - Shortest path,4GB
7,91,5 - Shortest path,4GB
8,105,5 - Shortest path,4GB
9,92,5 - Shortest path,4GB
10,94,5 - Shortest path,4GB
11,97,5 - Shortest path,4GB
12,93,5 - Shortest path,4GB
13,94,5 - Shortest path,4GB
14,91,5 - Shortest path,4GB
15,93,5 - Shortest path,4GB
16,92,5 - Shortest path,4GB
1,115,5 - Shortest path,8GB
2,97,5 - Shortest path,8GB
3,101,5 - Shortest path,8GB
4,97,5 - Shortest path,8GB
5,101,5 - Shortest path,8GB
6,96,5 - Shortest path,8GB
7,106,5 - Shortest path,8GB
8,96,5 - Shortest path,8GB
9,96,5 - Shortest path,8GB
10,100,5 - Shortest path,8GB
11,94,5 - Shortest path,8GB
12,99,5 - Shortest path,8GB
13,102,5 - Shortest path,8GB
14,95,5 - Shortest path,8GB
15,96,5 - Shortest path,8GB
16,104,5 - Shortest path,8GB
