experiment_index,elapsed,label,experiment
1,154487,3 - Transitive friends - step 5,default
2,155033,3 - Transitive friends - step 5,default
3,155903,3 - Transitive friends - step 5,default
4,154024,3 - Transitive friends - step 5,default
5,63116,3 - Transitive friends - step 5,default
6,62892,3 - Transitive friends - step 5,default
7,62759,3 - Transitive friends - step 5,default
8,62355,3 - Transitive friends - step 5,default
9,14331,3 - Transitive friends - step 5,default
10,13872,3 - Transitive friends - step 5,default
11,13869,3 - Transitive friends - step 5,default
12,13811,3 - Transitive friends - step 5,default
13,28119,3 - Transitive friends - step 5,default
14,28481,3 - Transitive friends - step 5,default
15,28187,3 - Transitive friends - step 5,default
16,28350,3 - Transitive friends - step 5,default
1,149901,3 - Transitive friends - step 5,1GB
2,153376,3 - Transitive friends - step 5,1GB
3,152854,3 - Transitive friends - step 5,1GB
4,152688,3 - Transitive friends - step 5,1GB
5,63484,3 - Transitive friends - step 5,1GB
6,65114,3 - Transitive friends - step 5,1GB
7,62723,3 - Transitive friends - step 5,1GB
8,65657,3 - Transitive friends - step 5,1GB
9,14946,3 - Transitive friends - step 5,1GB
10,13680,3 - Transitive friends - step 5,1GB
11,13939,3 - Transitive friends - step 5,1GB
12,13769,3 - Transitive friends - step 5,1GB
13,28341,3 - Transitive friends - step 5,1GB
14,28629,3 - Transitive friends - step 5,1GB
15,28351,3 - Transitive friends - step 5,1GB
16,28406,3 - Transitive friends - step 5,1GB
1,149993,3 - Transitive friends - step 5,2GB
2,153447,3 - Transitive friends - step 5,2GB
3,153049,3 - Transitive friends - step 5,2GB
4,153741,3 - Transitive friends - step 5,2GB
5,63649,3 - Transitive friends - step 5,2GB
6,62595,3 - Transitive friends - step 5,2GB
7,62848,3 - Transitive friends - step 5,2GB
8,62658,3 - Transitive friends - step 5,2GB
9,14646,3 - Transitive friends - step 5,2GB
10,13946,3 - Transitive friends - step 5,2GB
11,13969,3 - Transitive friends - step 5,2GB
12,14091,3 - Transitive friends - step 5,2GB
13,28053,3 - Transitive friends - step 5,2GB
14,28729,3 - Transitive friends - step 5,2GB
15,28573,3 - Transitive friends - step 5,2GB
16,28448,3 - Transitive friends - step 5,2GB
1,150197,3 - Transitive friends - step 5,4GB
2,155696,3 - Transitive friends - step 5,4GB
3,153293,3 - Transitive friends - step 5,4GB
4,154203,3 - Transitive friends - step 5,4GB
5,63297,3 - Transitive friends - step 5,4GB
6,62071,3 - Transitive friends - step 5,4GB
7,62855,3 - Transitive friends - step 5,4GB
8,63293,3 - Transitive friends - step 5,4GB
9,14829,3 - Transitive friends - step 5,4GB
10,13844,3 - Transitive friends - step 5,4GB
11,14105,3 - Transitive friends - step 5,4GB
12,14227,3 - Transitive friends - step 5,4GB
13,28602,3 - Transitive friends - step 5,4GB
14,30568,3 - Transitive friends - step 5,4GB
15,31080,3 - Transitive friends - step 5,4GB
16,29724,3 - Transitive friends - step 5,4GB
1,150877,3 - Transitive friends - step 5,8GB
2,152574,3 - Transitive friends - step 5,8GB
3,152235,3 - Transitive friends - step 5,8GB
4,152142,3 - Transitive friends - step 5,8GB
5,63648,3 - Transitive friends - step 5,8GB
6,62441,3 - Transitive friends - step 5,8GB
7,62327,3 - Transitive friends - step 5,8GB
8,62373,3 - Transitive friends - step 5,8GB
9,14585,3 - Transitive friends - step 5,8GB
10,13843,3 - Transitive friends - step 5,8GB
11,13824,3 - Transitive friends - step 5,8GB
12,14014,3 - Transitive friends - step 5,8GB
13,28097,3 - Transitive friends - step 5,8GB
14,29411,3 - Transitive friends - step 5,8GB
15,28170,3 - Transitive friends - step 5,8GB
16,28397,3 - Transitive friends - step 5,8GB
