experiment_index,elapsed,label,experiment
1,136,10 - Replies of a message,default
2,49,10 - Replies of a message,default
3,47,10 - Replies of a message,default
4,46,10 - Replies of a message,default
5,47,10 - Replies of a message,default
6,49,10 - Replies of a message,default
7,45,10 - Replies of a message,default
8,45,10 - Replies of a message,default
9,47,10 - Replies of a message,default
10,48,10 - Replies of a message,default
11,46,10 - Replies of a message,default
12,45,10 - Replies of a message,default
13,45,10 - Replies of a message,default
14,46,10 - Replies of a message,default
15,45,10 - Replies of a message,default
16,46,10 - Replies of a message,default
1,54,10 - Replies of a message,1GB
2,43,10 - Replies of a message,1GB
3,46,10 - Replies of a message,1GB
4,42,10 - Replies of a message,1GB
5,42,10 - Replies of a message,1GB
6,40,10 - Replies of a message,1GB
7,40,10 - Replies of a message,1GB
8,136,10 - Replies of a message,1GB
9,41,10 - Replies of a message,1GB
10,42,10 - Replies of a message,1GB
11,42,10 - Replies of a message,1GB
12,41,10 - Replies of a message,1GB
13,42,10 - Replies of a message,1GB
14,41,10 - Replies of a message,1GB
15,41,10 - Replies of a message,1GB
16,42,10 - Replies of a message,1GB
1,98,10 - Replies of a message,2GB
2,45,10 - Replies of a message,2GB
3,43,10 - Replies of a message,2GB
4,43,10 - Replies of a message,2GB
5,42,10 - Replies of a message,2GB
6,41,10 - Replies of a message,2GB
7,43,10 - Replies of a message,2GB
8,41,10 - Replies of a message,2GB
9,42,10 - Replies of a message,2GB
10,41,10 - Replies of a message,2GB
11,41,10 - Replies of a message,2GB
12,42,10 - Replies of a message,2GB
13,42,10 - Replies of a message,2GB
14,44,10 - Replies of a message,2GB
15,42,10 - Replies of a message,2GB
16,44,10 - Replies of a message,2GB
1,103,10 - Replies of a message,4GB
2,46,10 - Replies of a message,4GB
3,44,10 - Replies of a message,4GB
4,46,10 - Replies of a message,4GB
5,48,10 - Replies of a message,4GB
6,42,10 - Replies of a message,4GB
7,47,10 - Replies of a message,4GB
8,44,10 - Replies of a message,4GB
9,43,10 - Replies of a message,4GB
10,43,10 - Replies of a message,4GB
11,43,10 - Replies of a message,4GB
12,43,10 - Replies of a message,4GB
13,130,10 - Replies of a message,4GB
14,44,10 - Replies of a message,4GB
15,42,10 - Replies of a message,4GB
16,42,10 - Replies of a message,4GB
1,97,10 - Replies of a message,8GB
2,47,10 - Replies of a message,8GB
3,44,10 - Replies of a message,8GB
4,42,10 - Replies of a message,8GB
5,44,10 - Replies of a message,8GB
6,44,10 - Replies of a message,8GB
7,44,10 - Replies of a message,8GB
8,43,10 - Replies of a message,8GB
9,42,10 - Replies of a message,8GB
10,42,10 - Replies of a message,8GB
11,43,10 - Replies of a message,8GB
12,43,10 - Replies of a message,8GB
13,49,10 - Replies of a message,8GB
14,44,10 - Replies of a message,8GB
15,45,10 - Replies of a message,8GB
16,43,10 - Replies of a message,8GB
