experiment_index,elapsed,label,experiment
1,103,8 - Recent messages by your friends,default
2,101,8 - Recent messages by your friends,default
3,101,8 - Recent messages by your friends,default
4,101,8 - Recent messages by your friends,default
5,79,8 - Recent messages by your friends,default
6,75,8 - Recent messages by your friends,default
7,75,8 - Recent messages by your friends,default
8,74,8 - Recent messages by your friends,default
9,79,8 - Recent messages by your friends,default
10,77,8 - Recent messages by your friends,default
11,80,8 - Recent messages by your friends,default
12,79,8 - Recent messages by your friends,default
13,107,8 - Recent messages by your friends,default
14,139,8 - Recent messages by your friends,default
15,104,8 - Recent messages by your friends,default
16,103,8 - Recent messages by your friends,default
1,116,8 - Recent messages by your friends,1GB
2,110,8 - Recent messages by your friends,1GB
3,109,8 - Recent messages by your friends,1GB
4,103,8 - Recent messages by your friends,1GB
5,82,8 - Recent messages by your friends,1GB
6,136,8 - Recent messages by your friends,1GB
7,80,8 - Recent messages by your friends,1GB
8,81,8 - Recent messages by your friends,1GB
9,80,8 - Recent messages by your friends,1GB
10,82,8 - Recent messages by your friends,1GB
11,81,8 - Recent messages by your friends,1GB
12,85,8 - Recent messages by your friends,1GB
13,106,8 - Recent messages by your friends,1GB
14,110,8 - Recent messages by your friends,1GB
15,110,8 - Recent messages by your friends,1GB
16,110,8 - Recent messages by your friends,1GB
1,114,8 - Recent messages by your friends,2GB
2,113,8 - Recent messages by your friends,2GB
3,117,8 - Recent messages by your friends,2GB
4,113,8 - Recent messages by your friends,2GB
5,88,8 - Recent messages by your friends,2GB
6,91,8 - Recent messages by your friends,2GB
7,85,8 - Recent messages by your friends,2GB
8,91,8 - Recent messages by your friends,2GB
9,101,8 - Recent messages by your friends,2GB
10,97,8 - Recent messages by your friends,2GB
11,91,8 - Recent messages by your friends,2GB
12,96,8 - Recent messages by your friends,2GB
13,115,8 - Recent messages by your friends,2GB
14,121,8 - Recent messages by your friends,2GB
15,123,8 - Recent messages by your friends,2GB
16,129,8 - Recent messages by your friends,2GB
1,117,8 - Recent messages by your friends,4GB
2,115,8 - Recent messages by your friends,4GB
3,153,8 - Recent messages by your friends,4GB
4,119,8 - Recent messages by your friends,4GB
5,88,8 - Recent messages by your friends,4GB
6,134,8 - Recent messages by your friends,4GB
7,88,8 - Recent messages by your friends,4GB
8,91,8 - Recent messages by your friends,4GB
9,97,8 - Recent messages by your friends,4GB
10,94,8 - Recent messages by your friends,4GB
11,90,8 - Recent messages by your friends,4GB
12,94,8 - Recent messages by your friends,4GB
13,122,8 - Recent messages by your friends,4GB
14,125,8 - Recent messages by your friends,4GB
15,129,8 - Recent messages by your friends,4GB
16,120,8 - Recent messages by your friends,4GB
1,115,8 - Recent messages by your friends,8GB
2,116,8 - Recent messages by your friends,8GB
3,118,8 - Recent messages by your friends,8GB
4,117,8 - Recent messages by your friends,8GB
5,92,8 - Recent messages by your friends,8GB
6,93,8 - Recent messages by your friends,8GB
7,89,8 - Recent messages by your friends,8GB
8,94,8 - Recent messages by your friends,8GB
9,100,8 - Recent messages by your friends,8GB
10,95,8 - Recent messages by your friends,8GB
11,101,8 - Recent messages by your friends,8GB
12,98,8 - Recent messages by your friends,8GB
13,123,8 - Recent messages by your friends,8GB
14,119,8 - Recent messages by your friends,8GB
15,122,8 - Recent messages by your friends,8GB
16,128,8 - Recent messages by your friends,8GB
