experiment_index,elapsed,label,experiment
1,675,2 - Transitive friends - step 4,default
2,53,2 - Transitive friends - step 4,default
3,53,2 - Transitive friends - step 4,default
4,47,2 - Transitive friends - step 4,default
5,172,2 - Transitive friends - step 4,default
6,35,2 - Transitive friends - step 4,default
7,34,2 - Transitive friends - step 4,default
8,34,2 - Transitive friends - step 4,default
9,67,2 - Transitive friends - step 4,default
10,45,2 - Transitive friends - step 4,default
11,43,2 - Transitive friends - step 4,default
12,43,2 - Transitive friends - step 4,default
13,50,2 - Transitive friends - step 4,default
14,30,2 - Transitive friends - step 4,default
15,28,2 - Transitive friends - step 4,default
16,28,2 - Transitive friends - step 4,default
1,261,2 - Transitive friends - step 4,1GB
2,99,2 - Transitive friends - step 4,1GB
3,58,2 - Transitive friends - step 4,1GB
4,51,2 - Transitive friends - step 4,1GB
5,158,2 - Transitive friends - step 4,1GB
6,36,2 - Transitive friends - step 4,1GB
7,37,2 - Transitive friends - step 4,1GB
8,37,2 - Transitive friends - step 4,1GB
9,70,2 - Transitive friends - step 4,1GB
10,47,2 - Transitive friends - step 4,1GB
11,46,2 - Transitive friends - step 4,1GB
12,48,2 - Transitive friends - step 4,1GB
13,52,2 - Transitive friends - step 4,1GB
14,30,2 - Transitive friends - step 4,1GB
15,29,2 - Transitive friends - step 4,1GB
16,31,2 - Transitive friends - step 4,1GB
1,279,2 - Transitive friends - step 4,2GB
2,55,2 - Transitive friends - step 4,2GB
3,55,2 - Transitive friends - step 4,2GB
4,50,2 - Transitive friends - step 4,2GB
5,155,2 - Transitive friends - step 4,2GB
6,37,2 - Transitive friends - step 4,2GB
7,36,2 - Transitive friends - step 4,2GB
8,35,2 - Transitive friends - step 4,2GB
9,66,2 - Transitive friends - step 4,2GB
10,46,2 - Transitive friends - step 4,2GB
11,45,2 - Transitive friends - step 4,2GB
12,45,2 - Transitive friends - step 4,2GB
13,51,2 - Transitive friends - step 4,2GB
14,29,2 - Transitive friends - step 4,2GB
15,29,2 - Transitive friends - step 4,2GB
16,30,2 - Transitive friends - step 4,2GB
1,293,2 - Transitive friends - step 4,4GB
2,58,2 - Transitive friends - step 4,4GB
3,57,2 - Transitive friends - step 4,4GB
4,52,2 - Transitive friends - step 4,4GB
5,155,2 - Transitive friends - step 4,4GB
6,44,2 - Transitive friends - step 4,4GB
7,37,2 - Transitive friends - step 4,4GB
8,37,2 - Transitive friends - step 4,4GB
9,72,2 - Transitive friends - step 4,4GB
10,48,2 - Transitive friends - step 4,4GB
11,47,2 - Transitive friends - step 4,4GB
12,49,2 - Transitive friends - step 4,4GB
13,53,2 - Transitive friends - step 4,4GB
14,33,2 - Transitive friends - step 4,4GB
15,30,2 - Transitive friends - step 4,4GB
16,31,2 - Transitive friends - step 4,4GB
1,291,2 - Transitive friends - step 4,8GB
2,56,2 - Transitive friends - step 4,8GB
3,55,2 - Transitive friends - step 4,8GB
4,51,2 - Transitive friends - step 4,8GB
5,160,2 - Transitive friends - step 4,8GB
6,38,2 - Transitive friends - step 4,8GB
7,37,2 - Transitive friends - step 4,8GB
8,36,2 - Transitive friends - step 4,8GB
9,70,2 - Transitive friends - step 4,8GB
10,47,2 - Transitive friends - step 4,8GB
11,46,2 - Transitive friends - step 4,8GB
12,46,2 - Transitive friends - step 4,8GB
13,52,2 - Transitive friends - step 4,8GB
14,29,2 - Transitive friends - step 4,8GB
15,30,2 - Transitive friends - step 4,8GB
16,30,2 - Transitive friends - step 4,8GB
