experiment_index,elapsed,label,experiment
1,820,9 - Friends recommendation,default
2,232,9 - Friends recommendation,default
3,182,9 - Friends recommendation,default
4,147,9 - Friends recommendation,default
5,196,9 - Friends recommendation,default
6,111,9 - Friends recommendation,default
7,109,9 - Friends recommendation,default
8,109,9 - Friends recommendation,default
9,135,9 - Friends recommendation,default
10,74,9 - Friends recommendation,default
11,74,9 - Friends recommendation,default
12,74,9 - Friends recommendation,default
13,193,9 - Friends recommendation,default
14,123,9 - Friends recommendation,default
15,120,9 - Friends recommendation,default
16,120,9 - Friends recommendation,default
1,722,9 - Friends recommendation,1GB
2,225,9 - Friends recommendation,1GB
3,187,9 - Friends recommendation,1GB
4,160,9 - Friends recommendation,1GB
5,167,9 - Friends recommendation,1GB
6,116,9 - Friends recommendation,1GB
7,117,9 - Friends recommendation,1GB
8,113,9 - Friends recommendation,1GB
9,111,9 - Friends recommendation,1GB
10,77,9 - Friends recommendation,1GB
11,76,9 - Friends recommendation,1GB
12,83,9 - Friends recommendation,1GB
13,169,9 - Friends recommendation,1GB
14,128,9 - Friends recommendation,1GB
15,124,9 - Friends recommendation,1GB
16,124,9 - Friends recommendation,1GB
1,634,9 - Friends recommendation,2GB
2,218,9 - Friends recommendation,2GB
3,164,9 - Friends recommendation,2GB
4,152,9 - Friends recommendation,2GB
5,145,9 - Friends recommendation,2GB
6,116,9 - Friends recommendation,2GB
7,117,9 - Friends recommendation,2GB
8,113,9 - Friends recommendation,2GB
9,104,9 - Friends recommendation,2GB
10,78,9 - Friends recommendation,2GB
11,76,9 - Friends recommendation,2GB
12,91,9 - Friends recommendation,2GB
13,154,9 - Friends recommendation,2GB
14,126,9 - Friends recommendation,2GB
15,131,9 - Friends recommendation,2GB
16,123,9 - Friends recommendation,2GB
1,636,9 - Friends recommendation,4GB
2,237,9 - Friends recommendation,4GB
3,179,9 - Friends recommendation,4GB
4,164,9 - Friends recommendation,4GB
5,150,9 - Friends recommendation,4GB
6,117,9 - Friends recommendation,4GB
7,115,9 - Friends recommendation,4GB
8,115,9 - Friends recommendation,4GB
9,99,9 - Friends recommendation,4GB
10,78,9 - Friends recommendation,4GB
11,77,9 - Friends recommendation,4GB
12,77,9 - Friends recommendation,4GB
13,152,9 - Friends recommendation,4GB
14,125,9 - Friends recommendation,4GB
15,124,9 - Friends recommendation,4GB
16,123,9 - Friends recommendation,4GB
1,633,9 - Friends recommendation,8GB
2,230,9 - Friends recommendation,8GB
3,177,9 - Friends recommendation,8GB
4,155,9 - Friends recommendation,8GB
5,147,9 - Friends recommendation,8GB
6,116,9 - Friends recommendation,8GB
7,114,9 - Friends recommendation,8GB
8,110,9 - Friends recommendation,8GB
9,100,9 - Friends recommendation,8GB
10,76,9 - Friends recommendation,8GB
11,77,9 - Friends recommendation,8GB
12,76,9 - Friends recommendation,8GB
13,150,9 - Friends recommendation,8GB
14,126,9 - Friends recommendation,8GB
15,122,9 - Friends recommendation,8GB
16,123,9 - Friends recommendation,8GB
