experiment_index,elapsed,label,experiment
1,1657,1 - Transitive friends - step 3,default
2,57,1 - Transitive friends - step 3,default
3,46,1 - Transitive friends - step 3,default
4,42,1 - Transitive friends - step 3,default
5,259,1 - Transitive friends - step 3,default
6,32,1 - Transitive friends - step 3,default
7,30,1 - Transitive friends - step 3,default
8,28,1 - Transitive friends - step 3,default
9,99,1 - Transitive friends - step 3,default
10,27,1 - Transitive friends - step 3,default
11,27,1 - Transitive friends - step 3,default
12,26,1 - Transitive friends - step 3,default
13,66,1 - Transitive friends - step 3,default
14,18,1 - Transitive friends - step 3,default
15,17,1 - Transitive friends - step 3,default
16,18,1 - Transitive friends - step 3,default
1,1262,1 - Transitive friends - step 3,1GB
2,60,1 - Transitive friends - step 3,1GB
3,49,1 - Transitive friends - step 3,1GB
4,43,1 - Transitive friends - step 3,1GB
5,221,1 - Transitive friends - step 3,1GB
6,32,1 - Transitive friends - step 3,1GB
7,32,1 - Transitive friends - step 3,1GB
8,31,1 - Transitive friends - step 3,1GB
9,70,1 - Transitive friends - step 3,1GB
10,29,1 - Transitive friends - step 3,1GB
11,28,1 - Transitive friends - step 3,1GB
12,28,1 - Transitive friends - step 3,1GB
13,53,1 - Transitive friends - step 3,1GB
14,19,1 - Transitive friends - step 3,1GB
15,19,1 - Transitive friends - step 3,1GB
16,19,1 - Transitive friends - step 3,1GB
1,1251,1 - Transitive friends - step 3,2GB
2,61,1 - Transitive friends - step 3,2GB
3,47,1 - Transitive friends - step 3,2GB
4,43,1 - Transitive friends - step 3,2GB
5,202,1 - Transitive friends - step 3,2GB
6,33,1 - Transitive friends - step 3,2GB
7,35,1 - Transitive friends - step 3,2GB
8,31,1 - Transitive friends - step 3,2GB
9,62,1 - Transitive friends - step 3,2GB
10,29,1 - Transitive friends - step 3,2GB
11,30,1 - Transitive friends - step 3,2GB
12,28,1 - Transitive friends - step 3,2GB
13,48,1 - Transitive friends - step 3,2GB
14,19,1 - Transitive friends - step 3,2GB
15,19,1 - Transitive friends - step 3,2GB
16,19,1 - Transitive friends - step 3,2GB
1,1285,1 - Transitive friends - step 3,4GB
2,57,1 - Transitive friends - step 3,4GB
3,50,1 - Transitive friends - step 3,4GB
4,45,1 - Transitive friends - step 3,4GB
5,265,1 - Transitive friends - step 3,4GB
6,34,1 - Transitive friends - step 3,4GB
7,37,1 - Transitive friends - step 3,4GB
8,31,1 - Transitive friends - step 3,4GB
9,60,1 - Transitive friends - step 3,4GB
10,29,1 - Transitive friends - step 3,4GB
11,28,1 - Transitive friends - step 3,4GB
12,28,1 - Transitive friends - step 3,4GB
13,49,1 - Transitive friends - step 3,4GB
14,19,1 - Transitive friends - step 3,4GB
15,19,1 - Transitive friends - step 3,4GB
16,18,1 - Transitive friends - step 3,4GB
1,1321,1 - Transitive friends - step 3,8GB
2,66,1 - Transitive friends - step 3,8GB
3,48,1 - Transitive friends - step 3,8GB
4,44,1 - Transitive friends - step 3,8GB
5,217,1 - Transitive friends - step 3,8GB
6,33,1 - Transitive friends - step 3,8GB
7,31,1 - Transitive friends - step 3,8GB
8,30,1 - Transitive friends - step 3,8GB
9,64,1 - Transitive friends - step 3,8GB
10,28,1 - Transitive friends - step 3,8GB
11,28,1 - Transitive friends - step 3,8GB
12,28,1 - Transitive friends - step 3,8GB
13,52,1 - Transitive friends - step 3,8GB
14,19,1 - Transitive friends - step 3,8GB
15,19,1 - Transitive friends - step 3,8GB
16,18,1 - Transitive friends - step 3,8GB
