experiment_index,elapsed,label,experiment
1,3414,1 - Transitive friends - step 3,default
2,49,1 - Transitive friends - step 3,default
3,22,1 - Transitive friends - step 3,default
4,22,1 - Transitive friends - step 3,default
5,47,1 - Transitive friends - step 3,default
6,8,1 - Transitive friends - step 3,default
7,8,1 - Transitive friends - step 3,default
8,8,1 - Transitive friends - step 3,default
9,47,1 - Transitive friends - step 3,default
10,13,1 - Transitive friends - step 3,default
11,11,1 - Transitive friends - step 3,default
12,11,1 - Transitive friends - step 3,default
13,44,1 - Transitive friends - step 3,default
14,10,1 - Transitive friends - step 3,default
15,10,1 - Transitive friends - step 3,default
16,11,1 - Transitive friends - step 3,default
1,1200,1 - Transitive friends - step 3,1GB
2,32,1 - Transitive friends - step 3,1GB
3,25,1 - Transitive friends - step 3,1GB
4,21,1 - Transitive friends - step 3,1GB
5,45,1 - Transitive friends - step 3,1GB
6,8,1 - Transitive friends - step 3,1GB
7,8,1 - Transitive friends - step 3,1GB
8,8,1 - Transitive friends - step 3,1GB
9,48,1 - Transitive friends - step 3,1GB
10,14,1 - Transitive friends - step 3,1GB
11,13,1 - Transitive friends - step 3,1GB
12,11,1 - Transitive friends - step 3,1GB
13,42,1 - Transitive friends - step 3,1GB
14,11,1 - Transitive friends - step 3,1GB
15,11,1 - Transitive friends - step 3,1GB
16,10,1 - Transitive friends - step 3,1GB
1,1201,1 - Transitive friends - step 3,2GB
2,29,1 - Transitive friends - step 3,2GB
3,27,1 - Transitive friends - step 3,2GB
4,21,1 - Transitive friends - step 3,2GB
5,47,1 - Transitive friends - step 3,2GB
6,8,1 - Transitive friends - step 3,2GB
7,9,1 - Transitive friends - step 3,2GB
8,8,1 - Transitive friends - step 3,2GB
9,50,1 - Transitive friends - step 3,2GB
10,13,1 - Transitive friends - step 3,2GB
11,13,1 - Transitive friends - step 3,2GB
12,12,1 - Transitive friends - step 3,2GB
13,43,1 - Transitive friends - step 3,2GB
14,10,1 - Transitive friends - step 3,2GB
15,11,1 - Transitive friends - step 3,2GB
16,11,1 - Transitive friends - step 3,2GB
1,1181,1 - Transitive friends - step 3,4GB
2,29,1 - Transitive friends - step 3,4GB
3,23,1 - Transitive friends - step 3,4GB
4,21,1 - Transitive friends - step 3,4GB
5,46,1 - Transitive friends - step 3,4GB
6,9,1 - Transitive friends - step 3,4GB
7,8,1 - Transitive friends - step 3,4GB
8,7,1 - Transitive friends - step 3,4GB
9,48,1 - Transitive friends - step 3,4GB
10,14,1 - Transitive friends - step 3,4GB
11,15,1 - Transitive friends - step 3,4GB
12,13,1 - Transitive friends - step 3,4GB
13,45,1 - Transitive friends - step 3,4GB
14,12,1 - Transitive friends - step 3,4GB
15,11,1 - Transitive friends - step 3,4GB
16,11,1 - Transitive friends - step 3,4GB
1,1150,1 - Transitive friends - step 3,8GB
2,30,1 - Transitive friends - step 3,8GB
3,27,1 - Transitive friends - step 3,8GB
4,29,1 - Transitive friends - step 3,8GB
5,45,1 - Transitive friends - step 3,8GB
6,8,1 - Transitive friends - step 3,8GB
7,8,1 - Transitive friends - step 3,8GB
8,8,1 - Transitive friends - step 3,8GB
9,47,1 - Transitive friends - step 3,8GB
10,14,1 - Transitive friends - step 3,8GB
11,13,1 - Transitive friends - step 3,8GB
12,12,1 - Transitive friends - step 3,8GB
13,42,1 - Transitive friends - step 3,8GB
14,11,1 - Transitive friends - step 3,8GB
15,10,1 - Transitive friends - step 3,8GB
16,10,1 - Transitive friends - step 3,8GB
