experiment_index,elapsed,label,experiment
1,15280,3 - Transitive friends - step 5,default
2,15635,3 - Transitive friends - step 5,default
3,15462,3 - Transitive friends - step 5,default
4,15994,3 - Transitive friends - step 5,default
5,153,3 - Transitive friends - step 5,default
6,22,3 - Transitive friends - step 5,default
7,22,3 - Transitive friends - step 5,default
8,23,3 - Transitive friends - step 5,default
9,670,3 - Transitive friends - step 5,default
10,614,3 - Transitive friends - step 5,default
11,614,3 - Transitive friends - step 5,default
12,608,3 - Transitive friends - step 5,default
13,4463,3 - Transitive friends - step 5,default
14,4378,3 - Transitive friends - step 5,default
15,4393,3 - Transitive friends - step 5,default
16,4432,3 - Transitive friends - step 5,default
1,15839,3 - Transitive friends - step 5,1GB
2,16096,3 - Transitive friends - step 5,1GB
3,16301,3 - Transitive friends - step 5,1GB
4,16283,3 - Transitive friends - step 5,1GB
5,188,3 - Transitive friends - step 5,1GB
6,23,3 - Transitive friends - step 5,1GB
7,22,3 - Transitive friends - step 5,1GB
8,23,3 - Transitive friends - step 5,1GB
9,645,3 - Transitive friends - step 5,1GB
10,644,3 - Transitive friends - step 5,1GB
11,632,3 - Transitive friends - step 5,1GB
12,655,3 - Transitive friends - step 5,1GB
13,4619,3 - Transitive friends - step 5,1GB
14,4574,3 - Transitive friends - step 5,1GB
15,4639,3 - Transitive friends - step 5,1GB
16,4631,3 - Transitive friends - step 5,1GB
1,16897,3 - Transitive friends - step 5,2GB
2,18535,3 - Transitive friends - step 5,2GB
3,18677,3 - Transitive friends - step 5,2GB
4,17436,3 - Transitive friends - step 5,2GB
5,182,3 - Transitive friends - step 5,2GB
6,26,3 - Transitive friends - step 5,2GB
7,27,3 - Transitive friends - step 5,2GB
8,25,3 - Transitive friends - step 5,2GB
9,694,3 - Transitive friends - step 5,2GB
10,692,3 - Transitive friends - step 5,2GB
11,681,3 - Transitive friends - step 5,2GB
12,735,3 - Transitive friends - step 5,2GB
13,5044,3 - Transitive friends - step 5,2GB
14,4923,3 - Transitive friends - step 5,2GB
15,4874,3 - Transitive friends - step 5,2GB
16,4838,3 - Transitive friends - step 5,2GB
1,16024,3 - Transitive friends - step 5,4GB
2,16290,3 - Transitive friends - step 5,4GB
3,16329,3 - Transitive friends - step 5,4GB
4,16347,3 - Transitive friends - step 5,4GB
5,194,3 - Transitive friends - step 5,4GB
6,23,3 - Transitive friends - step 5,4GB
7,23,3 - Transitive friends - step 5,4GB
8,23,3 - Transitive friends - step 5,4GB
9,606,3 - Transitive friends - step 5,4GB
10,582,3 - Transitive friends - step 5,4GB
11,592,3 - Transitive friends - step 5,4GB
12,589,3 - Transitive friends - step 5,4GB
13,4681,3 - Transitive friends - step 5,4GB
14,4665,3 - Transitive friends - step 5,4GB
15,4652,3 - Transitive friends - step 5,4GB
16,4672,3 - Transitive friends - step 5,4GB
1,17326,3 - Transitive friends - step 5,8GB
2,17916,3 - Transitive friends - step 5,8GB
3,17196,3 - Transitive friends - step 5,8GB
4,17255,3 - Transitive friends - step 5,8GB
5,184,3 - Transitive friends - step 5,8GB
6,23,3 - Transitive friends - step 5,8GB
7,24,3 - Transitive friends - step 5,8GB
8,24,3 - Transitive friends - step 5,8GB
9,639,3 - Transitive friends - step 5,8GB
10,636,3 - Transitive friends - step 5,8GB
11,600,3 - Transitive friends - step 5,8GB
12,595,3 - Transitive friends - step 5,8GB
13,4775,3 - Transitive friends - step 5,8GB
14,4902,3 - Transitive friends - step 5,8GB
15,4806,3 - Transitive friends - step 5,8GB
16,4845,3 - Transitive friends - step 5,8GB
